index	sentence1	sentence2	label
4815	"<user> Shame on you Joe ""twitter"" staff."	Is this tweet offensive?	0
4816	<user> The liar lies again. That’s all he does	Is this tweet offensive?	0
4817	Will not make a great deal of difference to us as we are not people who shop for leisure but it will for some especially those smaller shops which have been struggling.	Is this tweet offensive?	0
4818	<user> He didn’t lie like you joe	Is this tweet offensive?	0
4819	In a singular voice, art across the world.   <url>	Is this tweet offensive?	0
4820	we have covid RISING in texas like a motherfucker and unemployment benefits being denied unless ur actively searching for a job, but billionaires have made MORE MONEY LMAOOOOO i hfuekdjnfwn cannot stand this bullshit ass country	Is this tweet offensive?	1
4821	History! #BlackLivesMatter	Is this tweet offensive?	0
4822	HeyTeach!	Is this tweet offensive?	0
4823	<user> <user> An 11 year old child would be better.	Is this tweet offensive?	0
4824	After rewatching the #PresidentialDebate highlights, I was able to remove a lot of the clutter and two things popped out:  1.  <user> answered every question he was asked, <user> answered none.  2. <user> #ChrisWallace became the biggest pimp of fake news!	Is this tweet offensive?	0
4825	this witch never goes away TRUMP 2020	Is this tweet offensive?	0
4826	There’s a list of petitions to check out in this thread that are almost there...sign, donate, retweet	Is this tweet offensive?	0
4827	COVID Deaths Plummet, But the So-Called News Remains Negative <url> via <user>	Is this tweet offensive?	0
4828	#BlackLivesMatter in Lindsay. <url> 	Is this tweet offensive?	0
4829	"<user> <user> <user> Bullshit. Do you even watch? Wallace framed his questions to Trump as ""gotcha callouts"" while tossing Biden softballs. Biden got no challenges. Biden got no pushback on his lord about Hunter, the Fine People hoax. Biden didn’t have to condemn Antifa? But Trump has to condemn"	Is this tweet offensive?	1
4830	I AM IN TEARS..... THIS IS SO FUCKING HEARTBREAKING.... like OUR CHILDREN FEARING FOE THEIR LIFE????? she is TEN.... she should be enjoying outside, playing with friends, KID THINGS &amp; yet she is FEARING FOR HER LIFE.... do you not see how this is NOT OKAY????	Is this tweet offensive?	0
4831	Oh hes going to PRISON prison	Is this tweet offensive?	0
4832	<user> I can tell you that obesity, lack of exercise &amp; eating unhealthy food is MUCH more of a health concern for our country than Coronavirus. People developing diabetes, cancer, joint problems and other health issues because people are too lazy or unwilling to take care of themselves.	Is this tweet offensive?	0
4833	I would’ve thrown your ass off that bridge if I seen you approaching a young girl like that. Sad that this is no more than 45 minutes away from me.	Is this tweet offensive?	1
4834	<user> <user> pain was ahead regardless then he covid stupidity and riots this is gonna really mess things up	Is this tweet offensive?	0
4835	That bat from Wuhan was a far-left Democrat and started the virus to steal the Election from Trump. That's the gist of this week right?!?? #RepublicanNationalConvention #COVID19 #coronavirus #TrumpChaos	Is this tweet offensive?	1
4836	Just because <user> Is a #MORON Does not mean we are. PLEASE! Vendors and shoppers! #StayHome #COVID19 #StayHomeIowa Gov. Reynolds lifts restrictions on elective surgeries, farmers' markets effective Monday <url>	Is this tweet offensive?	1
4837	Geez please lord don’t vote for <user> he’s the biggest liar on the planet! I can’t take it! <user> you got a little wild but I would act the same way when someone lies through their teeth.	Is this tweet offensive?	0
4838	#BlackLivesMatter SIGN PETITIONS. DONATE. PROTEST. VOTE. BE STRONG.	Is this tweet offensive?	0
4839	$RAD Rite Aid Opens New COVID-19 Testing Sites Across New Jersey, Ohio and Michigan <url>	Is this tweet offensive?	0
4840	she may or may not have had covid but idgaf cover your mouth and wear a mask	Is this tweet offensive?	0
4841	This is DOMESTIC TERRORISM plain and simple!	Is this tweet offensive?	0
4842	Barcelona...huh	Is this tweet offensive?	0
4843	Ask that to the pregnant woman he put a gun to her belly threatening to kill her went to jail for 5 years got out in 2019	Is this tweet offensive?	0
4844	"""Every day the Dictator update is just another """"Another Apprentice Type Shit Show"""" with everyone bowing and praising him. The media has to stop covering his rants!!"""	Is this tweet offensive?	1
4845	Joe Biden,you are evil father. Do you know that your children are in pain? No parents  push their children to the hell. But you did. <user> <url>	Is this tweet offensive?	1
4846	"Okay, I understand we’re advocating for #blacklivesmatter  but this is plain evil! What is wrong with humans? This isn’t fair! Honestly, we need to search in our hearts ""how do you want to be remembered?"" Good or Bad? #fuckthepolice x"	Is this tweet offensive?	1
4847	<user> <user> <user> <user> <user> <user> <user> <user> <user> This is the messaging they are sending. Why is <user> and <user> trying to dog whistle their members to not follow guidelines? <url>	Is this tweet offensive?	0
4848	<user> <user> Joe Biden is a pedophile <url>	Is this tweet offensive?	1
4849	<user> is a petulant child.	Is this tweet offensive?	0
4850	Anti mask people are the worst thanks for killing us...	Is this tweet offensive?	0
4851	People wonder why we are out in the streets. People wonder why we want to #DefundPolice Maybe this will answer your questions  #GeorgeFloydFuneral  #PortlandProtest #Blacklivesmatter	Is this tweet offensive?	0
4852	Not sure why but #Coronavirus has me thinking of that scene from The Godfather where Clemenza shows Michael how to use the gun.   Michael : How bad do you think it's gonna be? Clemenza : Pretty goddam bad. Probably all the other Families will line up against us.	Is this tweet offensive?	1
4853	Trump’s Twitter rant suggests his coronavirus falsehoods will only get worse <url> <url>	Is this tweet offensive?	0
4854	<user> <user> More lies! #ChinaJoe	Is this tweet offensive?	1
4855	"""Shameless sycophant <user> lied to <user> today when he said there are facts and statistics — without citing any — to back up <user> claim that 99% of coronavirus cases are """"totally harmless.""""  #COVIDiotInChief  <url>"	Is this tweet offensive?	1
4856	<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> Pull one clip up or Trump being racist	Is this tweet offensive?	0
4857	Absolutely Disgustimg #BlackLivesMatter	Is this tweet offensive?	0
4858	you just look stupid	Is this tweet offensive?	1
4859	<user> DJT is an ill old racist man who congratulates himself repeatedly bc no one outside the allies that DJT &amp; Putin own will do so.    The Trump Admin incompetently &amp; deliberately mishandled the Covid 19 crisis.  #ComplicitGOP &amp; the #TrumpKushnerCrimeFamily have blood on their hands.	Is this tweet offensive?	0
4860	<user> How in the world did you F this up? Over 230K dead citizens; and, you can't find a way to capture the Senate. Yeh, maybe Biden wins; but, what's the point? We're screwed; and, because of your incompetence, I'll no longer have health care next year...Thanks? #Elections2020 <url>	Is this tweet offensive?	1
4861	Even Iran is on the Covid wagon, It's gone people! Iran's supreme leader mocks US election 'spectacle' <url> via <user>	Is this tweet offensive?	0
4862	Wow. This is what the Mayor of Seattle and Governor of Washington state support and endorse by letting these occupiers continue...	Is this tweet offensive?	0
4863	<user> You’re a complete moron. Wartime president looses bigly to #COVID19 #WorstPresidentInHistory	Is this tweet offensive?	1
4864	this is insaneeeee.	Is this tweet offensive?	0
4865	how the hell does twitter work, anyways #BlackLivesMatter	Is this tweet offensive?	0
4866	<user> <user> <user> <user> <user> <user> God help you looking at him  I will be surprised if he knows the difference between White Castel Buggers V the Whitehouse.	Is this tweet offensive?	0
4867	<user> <user> They were both clowns. If you can’t see that then you are crazy	Is this tweet offensive?	1
4868	So Dewine  tests positive for covid same day Trump comes to ohio, next day Dewine tests negative.   I CALL BULL SHIT <user> <user> <user>	Is this tweet offensive?	1
4869	<user> <user> can you please give me the link to see that map	Is this tweet offensive?	0
4870	<user> This same idiot thought Covid-19 is a bio-weapon because of stereotypes of Asian people being ruthless in war.	Is this tweet offensive?	0
4871	Hello from the Heartland😷  I know that here in Wisconsin, the spike is caused by dumbasses in counties that went for Trump. They think the threat is exaggerated and aren't distancing <url>	Is this tweet offensive?	1
4872	Trump praises law enforcement response in Minneapolis, says confronting bigotry will ‘go very easily’ at event in Dallas so right you are little trump starting with you this November :) <url>	Is this tweet offensive?	0
4873	<user> Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater Cheater you will NOT get away with this!!!	Is this tweet offensive?	1
4874	spotify 🥺#BlackLivesMatter <url>	Is this tweet offensive?	0
4875	Fuckbook and Suckerberg are leading the world in disinformation, lies and propaganda. All in the name of surveillance and controlling your every movement.	Is this tweet offensive?	1
4876	<user> The internationally feared hacker group #Anonymous is now backing George Floyd protests and vow to expose United States government crimes. <url>	Is this tweet offensive?	0
4877	"For those who wish for the distracting possibility of deflection, be assured that we can ""walk and chew gum"" at the same time; our nation’s righteous and heartbreaking indignation about  #GeorgeFloyd is not exclusive of our legitimate concerns about #covid19. #wecare"	Is this tweet offensive?	0
4878	<user> <user> <user> <user> This was not a debate performance. This is who he is and who he is is bad for the country. #MakeAmericaGreatAgain #MAGA #TheResistance	Is this tweet offensive?	0
4879	Chauvin not only murders black people but also commits voter fraud.  MAGAt employee of the month material right there.  I expect he’s invited to the verywhitehouse soon.	Is this tweet offensive?	0
4880	Mind you the thousands of lives that were lost during coronavirus. Trump did not care about those lives and he still does not care about coronavirus. He thinks this a hoax, so all those lives were lost was clearly a hoax! He is a piece of shit and that’s it.	Is this tweet offensive?	1
4881	Tell your husband to resign 😂	Is this tweet offensive?	0
4882	<user> Hypocrite.  Politicize is all she does.  <url>	Is this tweet offensive?	0
4883	This country enslaved one race, committed genocide on another and at two different points in history, created internment camps for two more after that.	Is this tweet offensive?	0
4884	If you're more upset by the rioting than four cops murdering George Floyd, you're racist and part of the problem.	Is this tweet offensive?	1
4885	<user> I feel like this was a waste of campaign funds	Is this tweet offensive?	0
4886	<user> <user> <user> Calling yourself a Christian doesn't make you one. Jesus would have chosen Biden as a disciple? That's laughable. He's a monster &amp; gives 0 shits about you or your family. He's a puppet. If you want to align with people that care then do your own research, sheep. Vote independent.	Is this tweet offensive?	1
4887	<user> <user> <user> <user> I thought you were on a break you nasty old grimalkin	Is this tweet offensive?	1
4888	He’s both. Hell, he should probably be in jail for the people he’s killed.	Is this tweet offensive?	0
4889	Oh man, White House COVID task force back on TV.  I thought we were screwed.  Now I know it.	Is this tweet offensive?	0
4890	"Isn’t something what the media portrays suddenly ""they"" become your belief system 🤦🏻‍♀️   #JFKisAlive  #FloydIsGoingToJail <url>"	Is this tweet offensive?	0
4891	#protests2020 It's what the animals do. <user>	Is this tweet offensive?	1
4892	"""""Stay at home"" seemed like sound public health advice – but it implies a notion of ""home"" confined to middle-class, mainly white neighbourhoods""  Opinion: George Floyd and the dangerously unequal effects of ‘stay at home’ orders <url>"	Is this tweet offensive?	0
4893	<user> This man couldn’t pass 4th grade science and you are hedging your bets on this senile fart?	Is this tweet offensive?	1
4894	<user> Hey, maybe, guns are like covid.. they kind of know when they're supposed to shoot!! You know like covid knows when it's supposed to make people sick and so pools can be open a certain time  and  stores can be open a certain time!!😂	Is this tweet offensive?	0
4895	<user> Its George FLOYD. Please get it right! #BlackLivesMatter	Is this tweet offensive?	0
4896	<user> What a weak,pathetic,douchebag and he is the mayor of Minneapolis? how ridiculous,how embarrassing!	Is this tweet offensive?	1
4897	<user> <user> <user> Do you understand covid is a thing? And also Biden doesn’t take office until January. Moron.	Is this tweet offensive?	1
4898	Trump don't care about you.	Is this tweet offensive?	0
4899	"<user> <user> Trump did nothing About the pandemic claimed it would ho away ""like a miracle,"" and over 100,000 americans died.  As for ""riots,"" Authorities in Minneapolis and the FBI report much of the violence being instigated by White Supremacists.  And there have been none for some time."	Is this tweet offensive?	0
4900	Holy. Fucking. Shit.  There was a #BlackLivesMatter rally in Hammonton, NJ the home of horific Kelllyanne Conway.   Change.  Is.  Happening.   Hammonton is Republican AF. <url>	Is this tweet offensive?	1
4901	Absolutely fucking not. Civil lawsuits are often the only way that people can claw back money from large corporations for harming them and their colleagues.	Is this tweet offensive?	1
4902	RT‼️  ⁦<user>  Author Patrick Howley ⁦<user>  child sex abuse, involving <user> &amp; family.     FULL RELEASE: Ashley Biden Diary Reveals Child Sex Trauma, Drug Abuse, Resentment For Joe - Whistleblower - National File <url>	Is this tweet offensive?	0
4903	<user> <user> <user> <user> The fact that the Adderall sniffer would throw Hunter Biden's addiction in Joe Biden's face is disgusting. I thought Biden handled himself as best he could under the circumstances. The rudeness tRUMP showed is just ....... There are no words except CHILDISH!!!!!	Is this tweet offensive?	1
4904	This doesn't mean what you think it means..	Is this tweet offensive?	0
4905	<user> Ok pedophile Biden! Stay away from our kids!	Is this tweet offensive?	1
4906	<user> What policies did you put in place to protect people like George Floyd when these killings reached its peak during your presidency? This was NOT a priority when you were in POWER and could have done something.	Is this tweet offensive?	0
4907	This the shit I love to see #BlackLivesMatter	Is this tweet offensive?	0
4908	As they should be ... Merkel is awful.	Is this tweet offensive?	0
4909	Love how she had to dm u girl SAY IT WITH YOUR CHEST LIKE YOU SAID YOURE IGNORANT SHIT❗️	Is this tweet offensive?	1
4910	<user> Biden harris for president	Is this tweet offensive?	0
4911	I'm not great with words but here goes.  I hate what is happening to the people of America. They are being ridiculed, bullied, and beaten.   This hate needs to stop and I hope that it will. I hope when you read this message you feel seen and heard #BlackLivesMatter	Is this tweet offensive?	0
4912	"""The most important thing is communicating with our students and letting them know that we’re OK, we’re here for them and we are thinking about them,"" said Carolyn Frye, principal of Southside Elementary School in Huntington. <url>"	Is this tweet offensive?	0
4913	<user> <user> <user> <user> It’s not our fault Trump and Biden suck	Is this tweet offensive?	1
4914	"<user> <user> With the obvious volume of illegal ballots ""found"" while we all slept those states will not be final for several days. How’s Ed Buck?"	Is this tweet offensive?	0
4915	Three students from the first Black studies class will be talking about what they learnt &amp; how it impacted them. It’s a massive coincidence but this lunchtime talk was planned for exactly the 12th of June since last year! There is no better time than this to hear this talk.	Is this tweet offensive?	0
4916	"""Another Dumbass Trump supporter. He doesn't wear them. They won't and since their fuckin freaks anyway this is the kind of shit that happens. It probably will get worse. After all """"Covid-19 will just magically disappear very soon"""" Donald (Jerkoff) Trump"""	Is this tweet offensive?	1
4917	What are you going to do when they disband the police in your city and replace them with your neighbor or the thugs that just looted the city and made the police and national guard kneel down to them?  <url>	Is this tweet offensive?	1
4918	<user> <user> Here you go  <url> <url>	Is this tweet offensive?	0
4919	"Stand Your Ground.  ""Concerning nonviolence, it is criminal to teach a man not to defend himself when he is the constant victim of brutal attacks.""  — Malcolm X   <user>  #nojusticenopeace  #GeorgeFloyd  #BreonnaTaylor  #BlackLivesMattters <url>"	Is this tweet offensive?	0
4920	I don’t what you’re trying to accomplish with this, but it just seems like you’re a salty Boston fan because they’re complete garbage. Also, using the Coronavirus as a roast it the most disgusting thing I’ve seen all day. Also, they’re in South Korea.	Is this tweet offensive?	1
4921	<user> <user> <user> Well, just like <user> , you are an ignorant embarrassment	Is this tweet offensive?	1
4922	"""COVID, COVID, COVID"" says the worst president in US history, while American deaths from #COVID19 lurch toward a quarter million. I thought it was from a farcical account, but it’s an actual tweet from cruel &amp; tone deaf <user> who left his supporters last night to #hypothermia"	Is this tweet offensive?	0
4923	<user> <user> Vader was a bad, very bad disciple	Is this tweet offensive?	0
4924	So because of state racism in 🇺🇸  let’s just have more BAME die on the #Frontline because this racist incompetent Tory government is too scared to release its investigation into disproportionate BAME deaths by #COVID19   #BlackLivesMatter #GeorgeFloyd <url>	Is this tweet offensive?	0
4925	No one said a thing about Tony Timpa, a white man, killed by cops like George Floyd was, after calling them for help, he had schizophrenia, was off his meds, said he needed help...   <url>	Is this tweet offensive?	0
4926	Delay of justice is injustice! #BlackLivesMatter	Is this tweet offensive?	0
4927	"<user> <user> They had one at peak Covid. No one wore a mask. A bunch of them got sick. Ohhhh and screamed ""white power"" <url>"	Is this tweet offensive?	0
4928	📹 Protests continue this weekend in support of #BlackLivesMatter after George Floyd died during a police arrest last week in the US. Teqeela, Cyrus and Kenny have told us why they’re a part of one tomorrow in Leicester <user> #CapitalReports <url>	Is this tweet offensive?	0
4929	Oh you spittin right now	Is this tweet offensive?	0
4930	Solidarity tweet in support of #BlackLivesMatter	Is this tweet offensive?	0
4931	Thank you <user> for calming a nation (NOT) And yet the <user> <user> <user> continue to support you,your day will come when it's time to vote,if you support trump,we will not support you. <url>	Is this tweet offensive?	0
4932	<user> Im not saying it his killing is justifiable at all...I’m saying it wouldn’t have ended like this if rayshard would’ve just not fight back and use the taser. Ppl needa stop comparing this to George Floyd and Breonna taylor	Is this tweet offensive?	0
4933	Remember when this fat turd said he was going to leave Twitter to allow his family to heal? Clearly, taking shots at Trump is more important to him than his family. Which tells you everything about what kind of man he is. <url>	Is this tweet offensive?	1
4934	Sounds like a threat to me... <url>	Is this tweet offensive?	0
4935	<user> <user> <user> <user> <user> <user> The only thing standing between You and a NWO that Hitler would have been proud of, was Trump.   You sat back and watched the MSM gang up, FISA court abuses, Fake impeachment, stopping of counting to allow cheating, FBI/CIA collusion DOJ, no indictments and you think it’s all ok	Is this tweet offensive?	1
4936	<user> <user> <user> <user> <user> They will never believe it, Like Trump said he can shoot someone in the middle of fifth Avenue and not lose one vote how prophetic! Sad	Is this tweet offensive?	0
4937	What?  Why?????  This is SO wrong	Is this tweet offensive?	0
4938	<user> may not have said he will call to replace or add Justices to the SCOTUS but, he did say vote for Senators.  The Senate decides on who becomes a judge and who to remove or whether to add more to the high court.	Is this tweet offensive?	0
4939	...I say again. You CANNOT support <user> and claim to be a patriot. The two are absolutely at odds. Anyone who claims otherwise does not know a damn thing about this country. You can't love what you don't understand.  #TRAITOR #TR45SON #BidenHarris2020 #Biden <user>	Is this tweet offensive?	1
4940	<user> Shot Oklahoma need the hand out. Just from my ui claim after just paying one bill am broke. No food for another week. Covid19 sucks balls. Not going to die of it. Having no food is going to	Is this tweet offensive?	0
4941	<user> <user> Christian woman being beheaded by muslims in Nigeria! #FreeBiafra #BlackLivesMatter #ChristianLivesMatter #StopBiafraKillings #StopChristankillingsInNigeria <url>	Is this tweet offensive?	0
4942	<user> <user> He's such a douchebag. He has caused so much harm to this nation. The wars he pushed, war on drugs, the crime bill, he's been behind planned parenthood, nothing but bad things from him and his touchy-feely sniffing creep. His VA policies &amp; record caused suffering, &amp; death.	Is this tweet offensive?	1
4943	#Man Baby <user> is a scandalous poltroon. #Trump #MAGA #RacistInChief #RapistInChief #cult45 #AmericsFirst <url>	Is this tweet offensive?	1
4944	<user> Amish, when you say 'THE LORD', you mean Owuor,  don't you? Why would a learned man consider the rapist thug a prophet? Earthquakes don't listen to people, much less, a thug hiding from coronavirus! Smart up, Amish and abandon him while you still can.	Is this tweet offensive?	0
4945	<user> <user> <user> <user> <user> <user> How the hell - you’re too smart!! <url>	Is this tweet offensive?	0
4946	<user> <user> <user> <user> Yeah it doesnt relate to george floyd murder at all but they murder Palestinians the same way george was murdered	Is this tweet offensive?	0
4947	They really trying to kill ALOT OF US no conspiracy theory they flat out dont give a fuck wow! This trump work playing puppeteer 😩😩 we are fucked and on top of this racewars brewing 🤦🏻‍♂️	Is this tweet offensive?	1
4948	<user> Nobody will ever vote for you. You pathetic fucking waste of air i hope u get covid	Is this tweet offensive?	1
4949	Wait a damn minute... wait a damn minute! #Anonymous #protests2020 La Casa Blanca <url>	Is this tweet offensive?	0
4950	you’re lying......too good to be true	Is this tweet offensive?	0
4951	Gonna magically disappear #coronavirus	Is this tweet offensive?	0
4952	From us #BlackLivesMatter <url>	Is this tweet offensive?	0
4953	"<user> Agree you ""stupid bastards"" 🤣😂🤣😂"	Is this tweet offensive?	1
4954	<user> I think if I lived in Minneapolis I'd move.  That guy is an embarrassment.	Is this tweet offensive?	0
4955	Typical of Facist to quash any opposing view, hypocrit ! #AmericaFirst #AntifaTerrorists #BidenIsARacist #BlackLivesMatter #constitution	Is this tweet offensive?	0
4956	"""Scientists: """"Wear a fucking mask and stay the fuck away from crowds, particularly indoors, if you want to stop coronavirus.""""  Economists: """"Pay workers to stay home and avoid crowded infectious workplaces.""""  The GOP:"""	Is this tweet offensive?	0
4957	<user> <user> <user> They either have not yet lost anyone personally or they are drinking the same water of river Lethe all his followers must be drinking.	Is this tweet offensive?	0
4958	<user> <user> <user> Spead that crazy covid, white boy Pass the funky virus, right yeah  Spread the crazy covid white boy Spray them with boogies And pass that funky virus  ‘Til you die,  heh heh Till you die, yeah (what?) Hear,  hear, heh	Is this tweet offensive?	1
4959	This is child abuse, plain and simple 🤬	Is this tweet offensive?	0
4960	<user> This is downright cruel to George Floyd.	Is this tweet offensive?	0
4961	<user> <user> <user> <user> Democrats will restore the Voting Rights Act, making lots of GOP dirty tricks inert.	Is this tweet offensive?	0
4962	Black people in NYC have been asking the #NYPD to stop doing the EXACT SAME THING to Black people for DECADES! This is why this department should be Defunded! #BlackLivesMatter #GeorgeFloyd	Is this tweet offensive?	0
4963	<user> <user> <user> Given their mind-numbing stupidity &amp; recklessness many will find permanent positions in the morgue.  <url>	Is this tweet offensive?	0
4964	The fact that there’s actually people who funded money to bail this 🐷 pisses me off 😤	Is this tweet offensive?	0
4965	<user> <user> <user> Trump held a rally and left seniors in freezing weather all to get his jollies. You are a super spreader fake christian. LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR LIAR	Is this tweet offensive?	0
4966	Yep, she got fu*king rinsed 🤣🤣	Is this tweet offensive?	1
4967	<user> <user> <user> Creepy Sick Racist Corrupt Old Joe. <url>	Is this tweet offensive?	1
4968	<user> <user> <user> I like your neck <url>	Is this tweet offensive?	0
4969	CONGRESS IS BLOCKED BY STUPIDITY	Is this tweet offensive?	0
4970	<user> <user> after u FIRE JAMES DEMARCO for his hateful display of racism, why don't you REINSTATE ANTONIO BRASWELL well for simply defending himself against a crazy white man with a RAISE!  jeezus chrrrrist. <url> #trumpracist #blm #fdex	Is this tweet offensive?	1
4971	America is fucked up fuck racism #BlackLivesMatter	Is this tweet offensive?	1
4972	FUCKING IDIOTS💀🤣  This IMBECILE'S role in t #BlackLivesMatter BULL💩, is to gather and LEAD, all t peaceful PSYCHOTICS (like himself), to CREATE an ILLUSION for t people who are part and who arent part of t movement , to make their FRAUDULENCE🤑 even STRONGER🖕  <user>  🇰🇵 <url>	Is this tweet offensive?	1
4973	So Kavanaugh groping Blasey Ford was so heinous a crime that dems would ruin a man’s life over it  But George Floyd sticks a gun in a pregnant lady’s stomach whilst she begs for her life and is celebrated as a hero  They don’t care about victims. They care about power  #Democrats	Is this tweet offensive?	0
4974	Maybe also had something to do with his dumbshit caught on audio moment.	Is this tweet offensive?	1
4975	Organized by six local teenage women.   You matter, your impact is undeniable. Get involved.	Is this tweet offensive?	0
4976	Trump says coronavirus task force will continue 'indefinitely,' shift focus to reopening and vaccines  <url>	Is this tweet offensive?	0
4977	They lied. Again.  When will they be held accountable. Fake news is the enemy of the people.	Is this tweet offensive?	0
4978	#COVID19 #K_T_T SEDUCED NERDY DOLL WITH BIG BOOBS SKYLAR VOX FUCKS A Daddy MX porn usa <url>	Is this tweet offensive?	1
4979	White supremacists try to engage police in violence...not seeing any placards so one would assume that their gathering was always to incite violence?? <user> <user> <user> #BlackLivesMatter #racistsdayout	Is this tweet offensive?	0
4980	It took #Kobe and his #daughter to die and #GeorgeFloyd to die  so y’all can die over #coronavirus  fuck protesting I’ll just go #vote   Take all the republicans out the house  bet shit change	Is this tweet offensive?	1
4981	In Europe, we are applauding because this lying son of a gun has tried to divide us while borrowing from us$2B! What a barbaric so-called ally! Congratulations Mr.Trump, there are plus 205,900 dead Americans you haven't even said RIP! <url>	Is this tweet offensive?	1
4982	Watch our Return to School Conversation videos here: <url>	Is this tweet offensive?	0
4983	"Great rant/love letter/ode to NYC: Energy, attitude and personality cannot be ""remoted"" through even the best fiber optic lines. That’s the whole reason many of us moved to New York in the first place.-Seinfeld"	Is this tweet offensive?	0
4984	Spider-Verse' Star Shameik Moore Apologizes for George Floyd Rant After Backlash <url> via <user>	Is this tweet offensive?	0
4985	This is just profoundly ignorant.  Rush Limbaugh doesn't get that the most dangerous diseases aren't the ones that kill 50-80% of victims. The most dangerous diseases are the ones that kill 2-5% of victims, but one victim can infect 20 other people before he knows he's sick.	Is this tweet offensive?	0
4986	lies, all lies, send them up Creek!	Is this tweet offensive?	0
4987	#BlackLivesMatter #KpopTwitter   For all you stans who are saying your favs have no reason to care for something happening outside of their Country- remember ETHIOPIA (my ppl) &amp; South africa with 50 more countries helped in the Korean war of independance 🤡 Fucking clowns	Is this tweet offensive?	0
4988	!!! THIS IS ABSOLUTELY DISGUSTING. i hate it here i hate this asian mindset. it's terrorism and violence as soon as people speak up for themselves. when will you all wake up to the fact that you are not doing what's best for your people and that people actually see that	Is this tweet offensive?	1
4989	This is unreal 🙌🏻	Is this tweet offensive?	0
4990	I love you, anonymous	Is this tweet offensive?	0
4991	mmm maybe make this more about the fact that people are paying for fake negative results to go back to work so they can pay their bills and have food on the table and less about people paying for fake negative results to just fuck around....	Is this tweet offensive?	1
4992	<user> <user> YOU and <user> have to do a better job of listening to Black folks.  The messaging is simple...  203K people have died from COVID19 due to Trump's botched response and with a right-wing extremist installed as SCOTUS millions of ppl will be kicked off health insurance.	Is this tweet offensive?	0
4993	wait i just further read this thread and 😂 a reporter tweets about ICAO; a normal person replies, A TOP DUDE at ICAO replies, gets piled on, THEN the official ICAO twitter comes in to help  omg this cannot be an actual intl aviation body what the shit 😂😂😂 <url>	Is this tweet offensive?	0
4994	What a SICK and TWISTED Idiot	Is this tweet offensive?	1
4995	Australia Surpasses 800 Covid-19 Deaths, 716 of Them From Victoria <url>	Is this tweet offensive?	0
4996	<user> And <user> supported an anarchist group!!!	Is this tweet offensive?	0
4997	Man this shit gotta stop	Is this tweet offensive?	0
4998	Please we have to find this horrible human	Is this tweet offensive?	0
4999	This makes me sick to my stomach. 🤬	Is this tweet offensive?	0
5000	This Is a Man-Made Disaster, and That Man Is Donald Trump  #TrumpVirus #WorstPresidentInHistory <url> via <user>	Is this tweet offensive?	0
5001	lock him up! #voteagainsttrump #votetrumpout2020 #voteagainsttrump	Is this tweet offensive?	0
5002	This has become more than scary. Just over 2 hours ago #weatherchannel reported that a 2nd person had died in Washington State from the #coronavirus Now I get this alert that the true number is 6. Also that there are more deaths in other US States!#NotFake <url>	Is this tweet offensive?	0
5003	<user> The Democrats played an ugly role in coVID-19 and the BLM riots to crush their opponents. They are destroying America! Now the Democrats have sunk so low as to rely on the SKIN COLOUR to win votes. Disgusting!	Is this tweet offensive?	1
5004	<user> If you have idea that time why you have not discussed atleast with people? Total lies.	Is this tweet offensive?	0
5005	"Meanwhile on 51st &amp; King Drive. Somebody put ""Slave Owner"" and ""God bless Amerikkka"" at a statue I believe may be George Washington. Also a KKK hood hanging from a tree in the beginning. Welp. 🚶🏾‍♂️🚶🏾‍♂️   #Chicago #protests2020 #WashingtonPark #ChicagoScanner <url>"	Is this tweet offensive?	0
5006	<user> You know this homeboy couldn’t last 5 minutes in da hood 😂😂😂🤦‍♀️✌️#Blacklivesmatter <url>	Is this tweet offensive?	0
5007	BIG WEDNESDAY MORNING MOOD.. #patiencechallenge   #2020ElectionThoughts  #Elections2020 <url>	Is this tweet offensive?	0
5008	If even 25% of this is true, <user> sold America out.   #LaptopFromHell #BidenCrimeFamiIy #Election2020   <url>	Is this tweet offensive?	0
5009	My dad has been struggling with COVID-19  this past month and every time we think he’s better something new comes up. SO SHUT THE FUCK UP AND WEAR A MASK 😷	Is this tweet offensive?	0
5010	<user> <user> As a confirmed ‘practicing Socialist’ per your bio, why do you still live here? Go to Venezuela! Us evil people who believe in individual rights want you to be happy. So please ... go!	Is this tweet offensive?	1
5011	The Idiot Son, of the Klansman's Idiot Son	Is this tweet offensive?	1
5012	If anyone is looking for more ways to help support BLM, check this link out! #BlackLivesMatter #BLACK_LIVES_MATTER <url> 	Is this tweet offensive?	0
5013	Today my job entails going through coroner data to identify how many couples living in the same household died by COVID around the same time. Google mapping their houses to make sure it’s residential. Heart wrenching shit.	Is this tweet offensive?	0
5014	In May, I wrote that a third of Americans showed symptoms of anxiety or depression. At the time, we didn't have a pre-pandemic comparison point.  Now we know: those symptoms are THREE TIMES as common as they were in 2019, based on new data from the CDC.  <url> <url>	Is this tweet offensive?	0
